PSR_ID,PSR_Ref,PSR_Amount,PSR_Invoice,PSR_Counterparty,PSR_Date,PSR_Currency,PSR_Direction,CAMT_NtryId,CAMT_EndToEndId,CAMT_Amount,CAMT_Counterparty,CAMT_Remittance,CAMT_Date,CAMT_ValueDate,CAMT_BookingDate,CAMT_Currency,CAMT_Direction,Scenario,Expected_Match_Type
PSR-000259,PMT-REF-000259,35290.13,INV-99838,Apex Distribution,2025-10-18,USD,CR,NTRY-000291,,35294.51,,Distribution Centre Settlement,2025-10-18,2025-10-18,2025-10-18,USD,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000259,PMT-REF-000259,35290.13,INV-99838,Apex Distribution,2025-10-18,USD,CR,NTRY-000292,,35294.51,,Returned Payment Processing Fee,2025-10-18,2025-10-18,2025-10-18,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000259,PMT-REF-000259,35290.13,INV-99838,Apex Distribution,2025-10-18,USD,CR,NTRY-000293,,35294.51,,Correspondent Bank Service Fee,2025-10-18,2025-10-18,2025-10-18,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000259,PMT-REF-000259,35290.13,INV-99838,Apex Distribution,2025-10-18,USD,CR,NTRY-000294,,35294.51,,Overdraft Interest Charge,2025-10-18,2025-10-18,2025-10-18,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000259,PMT-REF-000259,35290.13,INV-99838,Apex Distribution,2025-10-18,USD,CR,NTRY-000295,,35294.51,,Monthly Account Maintenance Fee,2025-10-18,2025-10-18,2025-10-18,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000260,PMT-REF-000260,18448.58,INV-33627,Coastal Ventures,2025-04-26,EUR,CR,NTRY-000296,,18462.01,,Shoreline Business Payment,2025-04-26,2025-04-26,2025-04-26,EUR,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000260,PMT-REF-000260,18448.58,INV-33627,Coastal Ventures,2025-04-26,EUR,CR,NTRY-000297,,18462.01,,Cross-Border Settlement Charge,2025-04-26,2025-04-26,2025-04-26,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000260,PMT-REF-000260,18448.58,INV-33627,Coastal Ventures,2025-04-26,EUR,CR,NTRY-000298,,18462.01,,Foreign Currency Conversion Fee,2025-04-26,2025-04-26,2025-04-26,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000260,PMT-REF-000260,18448.58,INV-33627,Coastal Ventures,2025-04-26,EUR,CR,NTRY-000299,,18462.01,,Trade Finance Processing Fee,2025-04-26,2025-04-26,2025-04-26,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000260,PMT-REF-000260,18448.58,INV-33627,Coastal Ventures,2025-04-26,EUR,CR,NTRY-000300,,18462.01,,Incoming Wire Transfer Fee,2025-04-26,2025-04-26,2025-04-26,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000261,PMT-REF-000261,8169.79,INV-48770,Pacific Imports,2025-10-08,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000262,PMT-REF-000262,41838.43,INV-79013,Blue Ocean Trading,2025-07-05,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000263,PMT-REF-000263,6986.93,INV-59377,Northern Star Corp,2025-03-28,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000264,PMT-REF-000264,41651.58,INV-91885,Sunrise Financial,2025-09-01,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000265,PMT-REF-000265,20837.5,INV-98652,Horizon Tech,2025-09-04,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000266,PMT-REF-000266,14603.93,INV-68841,Horizon Tech,2025-10-22,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000267,PMT-REF-000267,15818.66,INV-71474,Delta Commerce,2025-07-21,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000268,PMT-REF-000268,47382.94,INV-67749,Redwood Corp,2025-06-05,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000269,PMT-REF-000269,25393.88,INV-64874,Sunrise Financial,2025-04-19,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000270,PMT-REF-000270,7350.73,INV-42768,Blue Ocean Trading,2025-12-21,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000271,PMT-REF-000271,43768.79,INV-82684,Pacific Imports,2025-10-13,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000272,PMT-REF-000272,14610.62,INV-31012,Sterling Partners,2025-09-07,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000273,PMT-REF-000273,7793.76,INV-67340,Global Logistics,2025-05-02,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000274,PMT-REF-000274,44289.17,INV-13495,Pinnacle Group,2025-01-28,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000275,PMT-REF-000275,25349.35,INV-40903,Metro Supply Chain,2025-02-14,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000276,PMT-REF-000276,11614.67,INV-51770,Pacific Imports,2025-12-25,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000277,PMT-REF-000277,39673.34,INV-28035,Blue Ocean Trading,2025-06-07,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000278,PMT-REF-000278,34955.56,INV-28191,Silver Stream Ltd,2025-09-06,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000279,PMT-REF-000279,759.93,INV-20384,Acme Supply,2025-05-20,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000280,PMT-REF-000280,41830.67,INV-81932,Nexus Partners,2025-10-19,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000281,PMT-REF-000281,6003.75,INV-47762,Horizon Tech,2025-06-15,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000282,PMT-REF-000282,2863.6,INV-65027,Nexus Partners,2025-09-11,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000283,PMT-REF-000283,5987.47,INV-75513,Nexus Partners,2025-10-23,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000284,PMT-REF-000284,31781.77,INV-85372,Horizon Tech,2025-03-18,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000285,PMT-REF-000285,21747.33,INV-90584,Coastal Ventures,2025-05-12,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000286,PMT-REF-000286,21120.1,INV-97080,Global Logistics,2025-10-17,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000287,PMT-REF-000287,3850.13,INV-78951,Vista Industries,2025-10-08,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000288,PMT-REF-000288,27930.52,INV-61177,Silver Stream Ltd,2025-01-23,GBP,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000289,PMT-REF-000289,19650.63,INV-58929,Sterling Partners,2025-01-09,EUR,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
PSR-000290,PMT-REF-000290,39531.74,INV-55193,Horizon Tech,2025-12-14,USD,CR,,,,,,,,,,,No Match - In-Transit,UNMATCHED_PSR
,,,,,,,,NTRY-000301,,568.73,Bank,Monthly Account Maintenance Fee,2025-11-18,2025-11-18,2025-11-18,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000302,,267.46,Bank,SWIFT Message Charge,2025-03-13,2025-03-13,2025-03-13,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000303,,135.44,Bank,Outgoing International Wire Transfer Fee,2025-07-06,2025-07-06,2025-07-06,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000304,,361.51,Bank,FX Conversion Commission,2025-09-14,2025-09-14,2025-09-14,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000305,,52.01,Bank,Annual Card Subscription Fee,2025-04-10,2025-04-10,2025-04-10,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000306,,223.61,Bank,Overdraft Interest — Current Account,2025-09-11,2025-09-11,2025-09-11,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000307,,664.91,Bank,Returned Cheque Processing Fee,2025-01-23,2025-01-23,2025-01-23,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000308,,388.96,Bank,Stop Payment Administration Fee,2025-06-22,2025-06-22,2025-06-22,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000309,,193.72,Bank,Safe Deposit Box Annual Rental,2025-10-27,2025-10-27,2025-10-27,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000310,,218.15,Bank,SEPA Credit Transfer Fee,2025-12-24,2025-12-24,2025-12-24,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000311,,252.28,Bank,Cross-Border Payment Processing Charge,2025-01-25,2025-01-25,2025-01-25,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000312,,330.53,Bank,Correspondent Banking Charge,2025-03-08,2025-03-08,2025-03-08,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000313,,332.6,Bank,FX Hedging Premium,2025-08-09,2025-08-09,2025-08-09,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000314,,730.42,Bank,Nostro Account Balance Charge,2025-08-02,2025-08-02,2025-08-02,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000315,,375.65,Bank,Vostro Account Maintenance Fee,2025-10-03,2025-10-03,2025-10-03,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000316,,601.86,Bank,Trade Finance Processing Fee,2025-10-14,2025-10-14,2025-10-14,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000317,,325.8,Bank,Letter of Credit Issuance Fee,2025-08-22,2025-08-22,2025-08-22,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000318,,223.86,Bank,Documentary Collection Commission,2025-04-09,2025-04-09,2025-04-09,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000319,,249.3,Bank,Treasury Management Platform Fee,2025-02-25,2025-02-25,2025-02-25,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000320,,337.21,Bank,Liquidity Pooling Service Fee,2025-06-12,2025-06-12,2025-06-12,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000321,,518.87,Bank,Interest on Overdrawn Balance,2025-08-23,2025-08-23,2025-08-23,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000322,,36.55,Bank,Bank Guarantee Issuance Fee,2025-07-12,2025-07-12,2025-07-12,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000323,,748.62,Bank,Electronic Account Statement Fee,2025-07-13,2025-07-13,2025-07-13,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000324,,735.12,Bank,Online Banking Service Charge,2025-06-01,2025-06-01,2025-06-01,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000325,,505.03,Bank,Card Fraud Insurance Premium,2025-02-02,2025-02-02,2025-02-02,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000326,,387.25,Bank,Account Dormancy Fee,2025-08-12,2025-08-12,2025-08-12,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000327,,111.37,Bank,Inward Telegraphic Transfer Commission,2025-03-26,2025-03-26,2025-03-26,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000328,,587.08,Bank,Outward Telegraphic Transfer Fee,2025-12-04,2025-12-04,2025-12-04,GBP,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000329,,55.09,Bank,Currency Exchange Mark-up Charge,2025-01-18,2025-01-18,2025-01-18,USD,DR,No Match - Bank Only Item,UNMATCHED_CAMT
,,,,,,,,NTRY-000330,,274.8,Bank,Custody Services Annual Fee,2025-12-23,2025-12-23,2025-12-23,EUR,DR,No Match - Bank Only Item,UNMATCHED_CAMT
